Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balance Sheets","20","Botswana","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","1987","","Official data"
"FBS","Food Balance Sheets","20","Botswana","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","2004","","Official data"
"FBS","Food Balance Sheets","20","Botswana","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","2021","","Official data"
"FBS","Food Balance Sheets","21","Brazil","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","174505","","Official data"
"FBS","Food Balance Sheets","21","Brazil","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","176968","","Official data"
"FBS","Food Balance Sheets","21","Brazil","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","179394","","Official data"
"FBS","Food Balance Sheets","21","Brazil","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","181753","","Official data"
"FBS","Food Balance Sheets","21","Brazil","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","184010","","Official data"
"FBS","Food Balance Sheets","21","Brazil","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","186142","","Official data"
"FBS","Food Balance Sheets","21","Brazil","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","188134","","Official data"
"FBS","Food Balance Sheets","21","Brazil","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","189997","","Official data"
"FBS","Food Balance Sheets","21","Brazil","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","191766","","Official data"
"FBS","Food Balance Sheets","21","Brazil","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","193491","","Official data"
"FBS","Food Balance Sheets","21","Brazil","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","195210","","Official data"
"FBS","Food Balance Sheets","21","Brazil","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","196935","","Official data"
"FBS","Food Balance Sheets","21","Brazil","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","198656","","Official data"
"FBS","Food Balance Sheets","21","Brazil","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","200362","","Official data"
"FBS","Food Balance Sheets","26","Brunei Darussalam","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","332","","Official data"
"FBS","Food Balance Sheets","26","Brunei Darussalam","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","339","","Official data"
"FBS","Food Balance Sheets","26","Brunei Darussalam","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","346","","Official data"
"FBS","Food Balance Sheets","26","Brunei Darussalam","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","354","","Official data"
"FBS","Food Balance Sheets","26","Brunei Darussalam","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","361","","Official data"
"FBS","Food Balance Sheets","26","Brunei Darussalam","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","368","","Official data"
"FBS","Food Balance Sheets","26","Brunei Darussalam","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","375","","Official data"
"FBS","Food Balance Sheets","26","Brunei Darussalam","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","381","","Official data"
"FBS","Food Balance Sheets","26","Brunei Darussalam","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","388","","Official data"
"FBS","Food Balance Sheets","26","Brunei Darussalam","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","394","","Official data"
"FBS","Food Balance Sheets","26","Brunei Darussalam","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","401","","Official data"
"FBS","Food Balance Sheets","26","Brunei Darussalam","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","407","","Official data"
"FBS","Food Balance Sheets","26","Brunei Darussalam","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","412","","Official data"
"FBS","Food Balance Sheets","26","Brunei Darussalam","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","418","","Official data"
"FBS","Food Balance Sheets","27","Bulgaria","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","8001","","Official data"
"FBS","Food Balance Sheets","27","Bulgaria","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","7935","","Official data"
"FBS","Food Balance Sheets","27","Bulgaria","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","7870","","Official data"
"FBS","Food Balance Sheets","27","Bulgaria","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","7807","","Official data"
"FBS","Food Balance Sheets","27","Bulgaria","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","7745","","Official data"
"FBS","Food Balance Sheets","27","Bulgaria","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","7683","","Official data"
"FBS","Food Balance Sheets","27","Bulgaria","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","7623","","Official data"
"FBS","Food Balance Sheets","27","Bulgaria","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","7563","","Official data"
"FBS","Food Balance Sheets","27","Bulgaria","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","7504","","Official data"
"FBS","Food Balance Sheets","27","Bulgaria","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","7446","","Official data"
"FBS","Food Balance Sheets","27","Bulgaria","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","7389","","Official data"
"FBS","Food Balance Sheets","27","Bulgaria","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","7333","","Official data"
"FBS","Food Balance Sheets","27","Bulgaria","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","7278","","Official data"
"FBS","Food Balance Sheets","27","Bulgaria","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","7223","","Official data"
"FBS","Food Balance Sheets","233","Burkina Faso","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","11608","","Official data"
"FBS","Food Balance Sheets","233","Burkina Faso","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","11946","","Official data"
"FBS","Food Balance Sheets","233","Burkina Faso","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","12296","","Official data"
"FBS","Food Balance Sheets","233","Burkina Faso","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","12659","","Official data"
"FBS","Food Balance Sheets","233","Burkina Faso","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","13034","","Official data"
"FBS","Food Balance Sheets","233","Burkina Faso","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","13422","","Official data"
"FBS","Food Balance Sheets","233","Burkina Faso","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","13822","","Official data"
"FBS","Food Balance Sheets","233","Burkina Faso","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","14235","","Official data"
"FBS","Food Balance Sheets","233","Burkina Faso","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","14660","","Official data"
"FBS","Food Balance Sheets","233","Burkina Faso","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","15095","","Official data"
"FBS","Food Balance Sheets","233","Burkina Faso","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","15540","","Official data"
"FBS","Food Balance Sheets","233","Burkina Faso","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","15995","","Official data"
"FBS","Food Balance Sheets","233","Burkina Faso","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","16460","","Official data"
"FBS","Food Balance Sheets","233","Burkina Faso","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","16935","","Official data"
"FBS","Food Balance Sheets","35","Cabo Verde","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","442","","Official data"
"FBS","Food Balance Sheets","35","Cabo Verde","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","451","","Official data"
"FBS","Food Balance Sheets","35","Cabo Verde","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","459","","Official data"
"FBS","Food Balance Sheets","35","Cabo Verde","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","467","","Official data"
"FBS","Food Balance Sheets","35","Cabo Verde","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","474","","Official data"
"FBS","Food Balance Sheets","35","Cabo Verde","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","479","","Official data"
"FBS","Food Balance Sheets","35","Cabo Verde","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","482","","Official data"
"FBS","Food Balance Sheets","35","Cabo Verde","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","484","","Official data"
"FBS","Food Balance Sheets","35","Cabo Verde","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","485","","Official data"
"FBS","Food Balance Sheets","35","Cabo Verde","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","486","","Official data"
"FBS","Food Balance Sheets","35","Cabo Verde","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","488","","Official data"
"FBS","Food Balance Sheets","35","Cabo Verde","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","491","","Official data"
"FBS","Food Balance Sheets","35","Cabo Verde","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","494","","Official data"
"FBS","Food Balance Sheets","35","Cabo Verde","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","499","","Official data"
"FBS","Food Balance Sheets","115","Cambodia","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","12223","","Official data"
"FBS","Food Balance Sheets","115","Cambodia","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","12473","","Official data"
"FBS","Food Balance Sheets","115","Cambodia","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","12709","","Official data"
"FBS","Food Balance Sheets","115","Cambodia","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","12934","","Official data"
"FBS","Food Balance Sheets","115","Cambodia","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","13149","","Official data"
"FBS","Food Balance Sheets","115","Cambodia","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","13356","","Official data"
"FBS","Food Balance Sheets","115","Cambodia","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","13555","","Official data"
"FBS","Food Balance Sheets","115","Cambodia","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","13747","","Official data"
"FBS","Food Balance Sheets","115","Cambodia","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","13941","","Official data"
"FBS","Food Balance Sheets","115","Cambodia","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","14144","","Official data"
"FBS","Food Balance Sheets","115","Cambodia","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","14365","","Official data"
"FBS","Food Balance Sheets","115","Cambodia","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","14606","","Official data"
"FBS","Food Balance Sheets","115","Cambodia","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","14865","","Official data"
"FBS","Food Balance Sheets","115","Cambodia","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","15135","","Official data"
"FBS","Food Balance Sheets","32","Cameroon","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","15928","","Official data"
"FBS","Food Balance Sheets","32","Cameroon","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","16350","","Official data"
"FBS","Food Balance Sheets","32","Cameroon","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","16782","","Official data"
"FBS","Food Balance Sheets","32","Cameroon","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","17223","","Official data"
"FBS","Food Balance Sheets","32","Cameroon","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","17675","","Official data"
"FBS","Food Balance Sheets","32","Cameroon","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","18138","","Official data"
"FBS","Food Balance Sheets","32","Cameroon","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","18612","","Official data"
"FBS","Food Balance Sheets","32","Cameroon","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","19098","","Official data"
"FBS","Food Balance Sheets","32","Cameroon","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","19595","","Official data"
"FBS","Food Balance Sheets","32","Cameroon","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","20104","","Official data"
"FBS","Food Balance Sheets","32","Cameroon","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","20624","","Official data"
"FBS","Food Balance Sheets","32","Cameroon","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","21156","","Official data"
"FBS","Food Balance Sheets","32","Cameroon","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","21700","","Official data"
"FBS","Food Balance Sheets","32","Cameroon","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","22254","","Official data"
"FBS","Food Balance Sheets","33","Canada","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","30697","","Official data"
"FBS","Food Balance Sheets","33","Canada","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","30987","","Official data"
"FBS","Food Balance Sheets","33","Canada","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","31284","","Official data"
"FBS","Food Balance Sheets","33","Canada","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","31592","","Official data"
"FBS","Food Balance Sheets","33","Canada","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","31914","","Official data"
"FBS","Food Balance Sheets","33","Canada","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","32253","","Official data"
"FBS","Food Balance Sheets","33","Canada","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","32611","","Official data"
"FBS","Food Balance Sheets","33","Canada","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","32986","","Official data"
"FBS","Food Balance Sheets","33","Canada","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","33370","","Official data"
"FBS","Food Balance Sheets","33","Canada","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","33753","","Official data"
"FBS","Food Balance Sheets","33","Canada","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","34126","","Official data"
"FBS","Food Balance Sheets","33","Canada","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","34487","","Official data"
"FBS","Food Balance Sheets","33","Canada","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","34838","","Official data"
"FBS","Food Balance Sheets","33","Canada","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","35182","","Official data"
"FBS","Food Balance Sheets","37","Central African Republic","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","3638","","Official data"
"FBS","Food Balance Sheets","37","Central African Republic","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","3704","","Official data"
"FBS","Food Balance Sheets","37","Central African Republic","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","3767","","Official data"
"FBS","Food Balance Sheets","37","Central African Republic","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","3830","","Official data"
"FBS","Food Balance Sheets","37","Central African Republic","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","3894","","Official data"
"FBS","Food Balance Sheets","37","Central African Republic","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","3961","","Official data"
"FBS","Food Balance Sheets","37","Central African Republic","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","4032","","Official data"
"FBS","Food Balance Sheets","37","Central African Republic","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","4107","","Official data"
"FBS","Food Balance Sheets","37","Central African Republic","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","4185","","Official data"
"FBS","Food Balance Sheets","37","Central African Republic","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","4266","","Official data"
"FBS","Food Balance Sheets","37","Central African Republic","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","4350","","Official data"
"FBS","Food Balance Sheets","37","Central African Republic","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","4436","","Official data"
"FBS","Food Balance Sheets","37","Central African Republic","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","4525","","Official data"
"FBS","Food Balance Sheets","37","Central African Republic","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","4616","","Official data"
"FBS","Food Balance Sheets","39","Chad","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","8301","","Official data"
"FBS","Food Balance Sheets","39","Chad","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","8621","","Official data"
"FBS","Food Balance Sheets","39","Chad","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","8960","","Official data"
"FBS","Food Balance Sheets","39","Chad","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","9311","","Official data"
"FBS","Food Balance Sheets","39","Chad","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","9665","","Official data"
"FBS","Food Balance Sheets","39","Chad","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","10014","","Official data"
"FBS","Food Balance Sheets","39","Chad","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","10357","","Official data"
"FBS","Food Balance Sheets","39","Chad","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","10694","","Official data"
"FBS","Food Balance Sheets","39","Chad","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","11031","","Official data"
"FBS","Food Balance Sheets","39","Chad","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","11371","","Official data"
"FBS","Food Balance Sheets","39","Chad","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","11721","","Official data"
"FBS","Food Balance Sheets","39","Chad","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","12080","","Official data"
"FBS","Food Balance Sheets","39","Chad","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","12448","","Official data"
"FBS","Food Balance Sheets","39","Chad","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","12825","","Official data"
"FBS","Food Balance Sheets","40","Chile","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","15454","","Official data"
"FBS","Food Balance Sheets","40","Chile","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","15639","","Official data"
"FBS","Food Balance Sheets","40","Chile","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","15820","","Official data"
"FBS","Food Balance Sheets","40","Chile","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","15996","","Official data"
"FBS","Food Balance Sheets","40","Chile","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","16168","","Official data"
"FBS","Food Balance Sheets","40","Chile","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","16338","","Official data"
"FBS","Food Balance Sheets","40","Chile","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","16505","","Official data"
"FBS","Food Balance Sheets","40","Chile","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","16669","","Official data"
"FBS","Food Balance Sheets","40","Chile","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","16831","","Official data"
"FBS","Food Balance Sheets","40","Chile","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","16992","","Official data"
"FBS","Food Balance Sheets","40","Chile","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","17151","","Official data"
"FBS","Food Balance Sheets","40","Chile","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","17308","","Official data"
"FBS","Food Balance Sheets","40","Chile","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","17465","","Official data"
"FBS","Food Balance Sheets","40","Chile","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","17620","","Official data"
"FBS","Food Balance Sheets","96","China, Hong Kong SAR","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","6835","","Official data"
"FBS","Food Balance Sheets","96","China, Hong Kong SAR","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","6893","","Official data"
"FBS","Food Balance Sheets","96","China, Hong Kong SAR","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","6912","","Official data"
"FBS","Food Balance Sheets","96","China, Hong Kong SAR","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","6907","","Official data"
"FBS","Food Balance Sheets","96","China, Hong Kong SAR","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","6897","","Official data"
"FBS","Food Balance Sheets","96","China, Hong Kong SAR","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","6897","","Official data"
"FBS","Food Balance Sheets","96","China, Hong Kong SAR","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","6911","","Official data"
"FBS","Food Balance Sheets","96","China, Hong Kong SAR","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","6935","","Official data"
"FBS","Food Balance Sheets","96","China, Hong Kong SAR","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","6968","","Official data"
"FBS","Food Balance Sheets","96","China, Hong Kong SAR","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","7007","","Official data"
"FBS","Food Balance Sheets","96","China, Hong Kong SAR","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","7050","","Official data"
"FBS","Food Balance Sheets","96","China, Hong Kong SAR","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","7096","","Official data"
"FBS","Food Balance Sheets","96","China, Hong Kong SAR","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","7148","","Official data"
"FBS","Food Balance Sheets","96","China, Hong Kong SAR","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","7204","","Official data"
"FBS","Food Balance Sheets","128","China, Macao SAR","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","432","","Official data"
"FBS","Food Balance Sheets","128","China, Macao SAR","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","438","","Official data"
"FBS","Food Balance Sheets","128","China, Macao SAR","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","444","","Official data"
"FBS","Food Balance Sheets","128","China, Macao SAR","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","451","","Official data"
"FBS","Food Balance Sheets","128","China, Macao SAR","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","459","","Official data"
"FBS","Food Balance Sheets","128","China, Macao SAR","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","468","","Official data"
"FBS","Food Balance Sheets","128","China, Macao SAR","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","480","","Official data"
"FBS","Food Balance Sheets","128","China, Macao SAR","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","493","","Official data"
"FBS","Food Balance Sheets","128","China, Macao SAR","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","508","","Official data"
"FBS","Food Balance Sheets","128","China, Macao SAR","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","522","","Official data"
"FBS","Food Balance Sheets","128","China, Macao SAR","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","535","","Official data"
"FBS","Food Balance Sheets","128","China, Macao SAR","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","546","","Official data"
"FBS","Food Balance Sheets","128","China, Macao SAR","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","557","","Official data"
"FBS","Food Balance Sheets","128","China, Macao SAR","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","566","","Official data"
"FBS","Food Balance Sheets","41","China, mainland","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","1280429","","Official data"
"FBS","Food Balance Sheets","41","China, mainland","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","1287890","","Official data"
"FBS","Food Balance Sheets","41","China, mainland","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","1295322","","Official data"
"FBS","Food Balance Sheets","41","China, mainland","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","1302810","","Official data"
"FBS","Food Balance Sheets","41","China, mainland","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","1310414","","Official data"
"FBS","Food Balance Sheets","41","China, mainland","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","1318177","","Official data"
"FBS","Food Balance Sheets","41","China, mainland","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","1326146","","Official data"
"FBS","Food Balance Sheets","41","China, mainland","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","1334344","","Official data"
"FBS","Food Balance Sheets","41","China, mainland","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","1342733","","Official data"
"FBS","Food Balance Sheets","41","China, mainland","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","1351248","","Official data"
"FBS","Food Balance Sheets","41","China, mainland","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","1359821","","Official data"
"FBS","Food Balance Sheets","41","China, mainland","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","1368440","","Official data"
"FBS","Food Balance Sheets","41","China, mainland","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","1377065","","Official data"
"FBS","Food Balance Sheets","41","China, mainland","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","1385567","","Official data"
"FBS","Food Balance Sheets","214","China, Taiwan Province of","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","21935","","Official data"
"FBS","Food Balance Sheets","214","China, Taiwan Province of","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","22101","","Official data"
"FBS","Food Balance Sheets","214","China, Taiwan Province of","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","22271","","Official data"
"FBS","Food Balance Sheets","214","China, Taiwan Province of","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","22438","","Official data"
"FBS","Food Balance Sheets","214","China, Taiwan Province of","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","22593","","Official data"
"FBS","Food Balance Sheets","214","China, Taiwan Province of","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","22728","","Official data"
"FBS","Food Balance Sheets","214","China, Taiwan Province of","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","22840","","Official data"
"FBS","Food Balance Sheets","214","China, Taiwan Province of","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","22933","","Official data"
"FBS","Food Balance Sheets","214","China, Taiwan Province of","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","23010","","Official data"
"FBS","Food Balance Sheets","214","China, Taiwan Province of","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","23080","","Official data"
"FBS","Food Balance Sheets","214","China, Taiwan Province of","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","23146","","Official data"
"FBS","Food Balance Sheets","214","China, Taiwan Province of","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","23210","","Official data"
"FBS","Food Balance Sheets","214","China, Taiwan Province of","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","23272","","Official data"
"FBS","Food Balance Sheets","214","China, Taiwan Province of","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","23330","","Official data"
"FBS","Food Balance Sheets","44","Colombia","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","39898","","Official data"
"FBS","Food Balance Sheets","44","Colombia","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","40559","","Official data"
"FBS","Food Balance Sheets","44","Colombia","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","41216","","Official data"
"FBS","Food Balance Sheets","44","Colombia","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","41872","","Official data"
"FBS","Food Balance Sheets","44","Colombia","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","42528","","Official data"
